16,17,20,17,16,16,20,18,16,20,16,16,20,25,15,0,21,17,18,16,19,16,17,17,16,20,16,18,16,20
16,18,18,16,16,17,16,16,27,27,27,16,18,25,0,7,21,17,16,20,17,16,18,16,17,16,19,17,20,20
16,17,19,16,16,16,20,26,0,0,0,28,20,25,0,0,21,16,16,16,16,16,18,19,16,20,16,17,16,18
16,20,16,27,27,27,26,0,0,0,0,0,28,26,7,0,28,27,27,27,27,27,27,27,27,16,17,16,16,16
16,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,16,17,16
16,20,25,0,0,8,8,0,0,0,0,0,8,8,0,0,0,0,0,5,0,0,0,0,0,21,19,16,19,16
19,18,25,0,0,22,23,23,23,23,23,23,23,24,0,0,0,22,23,23,23,23,24,0,0,21,20,17,18,19
16,16,25,0,0,21,16,16,16,16,16,19,18,25,0,0,22,16,16,16,16,16,25,0,0,21,17,20,20,16
17,16,25,7,0,21,4,0,20,16,20,16,18,25,7,0,21,19,16,16,18,16,25,0,0,21,16,18,16,16
27,27,26,0,0,28,0,0,16,20,18,20,16,25,0,0,21,16,17,16,17,16,25,0,0,21,16,17,16,19
12,0,0,0,0,0,0,0,19,16,18,17,20,25,4,0,21,16,16,16,18,16,25,0,0,21,16,16,19,18
0,0,0,0,0,0,0,0,28,16,4,0,16,25,0,0,21,20,17,16,27,27,26,0,0,28,27,27,16,16
23,23,23,23,24,0,0,0,0,0,0,0,16,25,0,0,21,19,18,25,0,0,0,0,0,0,0,0,21,17
16,17,17,17,20,24,5,0,0,0,0,0,16,25,0,0,21,16,16,25,0,0,0,4,0,0,0,0,21,20
16,20,16,20,16,16,24,0,0,0,0,0,18,25,0,0,21,16,16,25,0,0,0,0,0,0,0,0,21,16
16,19,17,17,17,16,16,24,0,0,0,0,28,25,0,0,21,17,16,25,0,0,0,1,0,0,0,0,21,16
20,16,18,17,17,19,18,18,24,0,0,0,0,0,0,0,21,18,18,25,0,0,0,0,0,0,0,0,21,20
18,18,18,16,16,16,16,20,20,24,5,0,0,0,0,0,28,27,16,25,0,0,0,4,0,0,0,0,21,17
18,16,16,16,18,20,18,20,16,16,24,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,0,21,17
19,16,16,17,17,16,17,20,16,20,16,24,7,0,0,0,0,0,21,25,6,6,6,0,0,6,6,6,21,17
17,16,16,16,19,16,16,19,16,16,16,25,0,0,0,0,0,0,28,27,27,27,26,0,0,22,23,23,16,20
16,16,16,20,20,20,16,16,16,16,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,16,16,16
16,16,16,19,17,16,16,16,18,16,19,25,0,0,0,0,0,0,0,0,0,5,0,0,0,21,16,18,18,16
16,16,16,16,16,20,16,16,20,16,19,16,23,24,7,0,22,23,23,23,23,23,23,23,23,16,16,16,16,19
16,17,16,16,16,16,16,16,19,16,16,19,16,25,13,0,21,16,20,19,16,16,18,16,16,16,18,16,16,19
