25,12,0,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,19
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,22,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21
16,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
25,0,0,0,0,0,28,23,23,23,23,23,23,26,0,0,0,0,0,14
25,6,6,6,6,6,6,21,20,20,20,17,25,0,0,0,0,0,0,0
16,23,23,23,23,23,23,20,20,18,16,17,16,23,23,23,23,23,23,23
