19,16,20,16,27,27,27,27,27,27,27,27,27,27,27,27,27,18,16,18
18,16,17,25,0,0,0,4,0,0,4,0,0,4,0,0,0,21,18,16
16,20,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,18
17,18,16,25,0,0,0,0,22,23,23,23,24,0,0,0,0,21,16,20
20,16,19,26,0,0,0,28,27,27,27,27,27,26,0,0,0,28,16,20
27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,22,24,0,0,0,0,0,0,0,22,24,0,0,0,0
23,23,23,23,23,16,25,0,0,0,0,0,0,0,21,16,23,23,23,23
16,17,17,20,16,20,17,0,0,0,0,0,0,0,19,16,16,16,19,16
19,16,20,16,16,16,16,0,0,0,0,0,0,0,16,20,18,18,17,19
17,16,18,16,19,16,16,0,0,0,0,0,0,0,16,20,20,19,20,16
16,16,16,18,16,16,16,6,6,6,6,6,6,6,20,16,16,20,16,19
16,16,17,16,17,16,16,16,19,16,17,20,16,16,20,16,17,16,18,16
18,16,16,16,18,16,16,16,18,18,16,20,19,16,16,20,16,20,19,16
