18,19,16,19,17,16,16,20,16,18,16,20,16,16,16,16,16,16,16,16
20,16,16,20,18,19,20,16,16,17,19,18,16,16,20,17,16,18,16,16
16,16,16,17,16,19,20,16,16,16,20,16,16,20,16,17,17,16,16,19
20,19,17,16,16,16,20,16,16,19,19,16,16,20,20,16,16,17,16,19
16,19,16,16,20,17,16,16,16,16,18,16,16,20,16,16,16,19,20,16
20,17,16,16,17,16,16,16,18,16,20,17,17,18,16,19,16,16,16,16
16,18,16,16,17,20,16,20,18,19,18,20,16,16,20,20,17,17,16,16
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,8,8,8,8,8,8,8,8,0,0,0,8,8,8,8,8,8,8,0
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
16,18,20,18,18,17,16,19,16,16,18,18,19,17,20,16,16,16,16,16
18,16,17,20,16,16,17,16,20,16,16,16,16,18,19,20,20,16,16,18
19,16,16,19,17,16,18,20,16,20,16,17,16,16,18,17,16,17,20,16
19,16,19,16,16,18,18,16,16,16,18,18,17,18,18,16,16,16,16,18
