19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,16
25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
25,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,22,23,23,23
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,16,17,20
25,0,0,0,0,0,0,0,0,0,0,5,0,0,22,16,16,16,20,20
12,0,0,0,0,0,0,0,0,0,0,22,23,23,19,16,20,16,20,17
0,0,0,0,0,22,23,23,23,23,23,16,20,16,19,17,19,16,20,17
16,23,23,23,23,16,20,16,17,17,17,20,18,16,16,16,17,16,16,17
