18,20,16,16,16,16,18,16,16,16,16,19,16,16,16,16,16,16,19,16,19,16,19,16,16,16,16,20,16,20
16,20,17,16,18,16,18,16,17,20,20,16,17,16,16,18,16,16,20,19,19,16,16,18,16,18,16,16,18,18
16,16,16,16,27,27,27,27,27,27,27,27,27,27,27,27,27,27,16,16,16,16,16,17,16,19,18,18,19,20
20,16,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,27,18,16,16,17,16,16,18,19
18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,18,16,18,16,16,20
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,16,16,16,16,20
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,16,16,18
0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,19
23,23,23,24,5,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,28,27
18,20,20,16,23,23,23,23,23,23,23,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
16,16,19,20,17,20,16,16,20,16,16,19,23,23,23,23,23,23,23,23,23,24,0,0,0,0,0,0,0,0
18,16,17,16,20,16,16,18,20,18,16,20,16,19,17,16,16,17,17,19,16,16,23,23,23,23,23,23,23,23
16,16,16,20,16,16,16,16,16,19,16,16,16,16,16,18,18,17,16,19,17,16,16,16,16,16,16,16,16,19
16,17,16,19,16,16,16,16,16,16,17,17,16,16,19,16,16,16,20,18,16,20,16,16,18,16,16,16,19,17
16,16,18,17,20,16,17,16,20,17,16,19,16,16,18,18,16,16,16,16,16,18,20,16,16,18,16,19,17,16
