16,16,16,18,16,16,18,16,20,16,16,19,19,17,19,27,27,27,27,16,20,16,20,16,16
20,16,20,20,16,17,17,16,16,16,18,16,16,27,26,0,0,0,0,28,27,20,18,16,16
16,16,16,20,20,16,16,20,16,18,18,19,26,0,0,0,4,4,0,0,0,28,16,16,16
16,16,16,16,16,20,16,16,16,19,18,26,0,0,0,0,4,4,0,0,0,0,28,20,20
16,16,16,16,20,18,16,20,16,16,25,0,0,0,0,0,0,0,0,0,0,0,0,21,17
16,16,16,20,16,19,16,16,16,16,26,0,0,0,0,0,28,26,0,0,0,0,0,28,20
27,27,27,27,27,27,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,5,24,0,0,0,21
23,23,23,23,23,23,23,23,23,24,0,0,0,28,27,27,27,27,27,27,26,0,0,0,21
17,19,17,16,16,20,19,19,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,22,17
16,16,16,16,17,20,16,16,19,19,25,0,0,0,0,0,0,0,0,0,0,0,0,21,20
19,16,16,16,16,19,17,16,20,16,16,24,0,0,0,0,0,0,0,0,0,0,22,19,16
16,16,16,16,16,16,17,16,20,16,16,19,24,0,0,0,0,0,0,0,0,22,16,20,18
16,16,19,16,16,16,16,20,16,18,16,17,16,23,24,0,0,0,0,22,23,16,16,16,20
19,16,20,16,16,17,18,18,20,16,20,16,18,19,16,24,0,7,22,17,20,16,16,16,18
16,16,17,16,16,19,17,16,20,16,17,16,16,20,16,25,0,0,21,16,18,20,18,16,18
16,16,16,16,16,16,17,16,20,16,16,17,18,16,16,25,7,0,21,16,16,16,20,20,16
19,16,16,16,16,16,16,19,17,16,17,17,16,16,16,25,0,0,21,18,20,16,20,19,17
16,16,19,16,18,16,18,16,16,18,16,16,16,16,19,25,0,7,21,16,16,16,20,19,18
16,16,16,16,17,16,17,16,16,16,16,19,17,16,19,25,0,0,21,16,16,16,16,19,18
16,20,18,18,16,16,16,16,16,16,17,18,16,16,17,25,7,0,21,19,16,16,16,16,20
18,18,20,16,16,16,16,19,16,16,19,16,16,18,16,25,0,0,21,20,16,16,18,17,19
16,17,20,18,18,20,16,16,17,16,16,16,19,18,20,25,0,7,21,16,19,16,16,19,16
16,16,16,20,17,20,18,20,19,16,16,16,16,16,16,25,13,0,21,18,16,16,16,17,17
