16,16,16,16,17,16,19,17,16,16,18,20,16,16,16,16,16,16,16,20,16,17,18,16,19,16,16,16,16,16,16,20,16,16,18,16,16,16,16,16
18,17,16,18,20,17,16,20,16,16,19,19,16,16,16,16,20,16,17,19,19,16,16,16,16,17,16,19,16,18,16,16,16,16,16,20,16,20,20,16
16,16,16,16,16,16,20,16,20,19,16,17,17,18,16,16,16,17,17,16,16,16,16,17,17,18,16,20,16,17,20,16,16,19,16,16,17,16,19,16
16,16,17,17,18,16,20,19,20,16,19,16,16,16,16,16,16,16,16,18,16,20,16,19,16,16,16,16,19,18,16,16,17,16,19,16,17,16,16,17
18,18,16,19,16,20,16,19,18,20,16,16,16,16,19,16,19,16,20,16,16,20,18,18,16,16,16,20,17,16,16,16,16,16,16,16,17,16,16,20
16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,19,17,16,16,16,18,16,16,18,16,16,20,16,16,16,16,16,16,19,16,16,16,16,16
19,19,19,20,20,16,16,16,17,27,27,27,27,27,27,27,27,27,27,27,27,27,27,16,19,18,20,19,16,16,19,16,27,27,27,27,27,16,16,17
18,19,16,27,27,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,27,27,27,27,27,26,0,0,0,0,0,28,27,20
27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
20,16,18,19,18,16,20,16,16,17,19,16,18,16,18,19,16,16,16,16,19,20,16,18,18,16,16,18,18,20,16,17,19,16,16,16,16,16,19,16
17,18,16,16,16,18,17,20,16,20,16,16,16,16,19,17,16,20,19,16,19,19,18,20,16,16,16,19,18,16,17,20,20,20,19,16,16,16,19,16
18,17,18,19,17,19,16,16,16,16,19,16,16,18,19,19,18,16,20,17,16,17,16,16,19,16,18,18,18,16,16,16,17,16,19,20,16,16,19,16
