17,18,16,16,16,16,20,18,16,17,20,16,16,18,17,16,17,17,20,20
16,19,16,16,17,19,27,27,27,27,16,16,18,20,18,16,16,20,16,18
19,16,16,16,17,26,0,0,0,0,28,27,27,16,19,18,16,16,16,17
18,19,16,18,26,0,0,0,0,0,0,0,0,28,27,18,16,16,19,17
20,20,16,25,0,0,0,0,0,0,0,0,0,0,0,28,16,16,16,19
20,16,16,26,0,0,0,0,0,0,0,0,0,0,0,0,28,27,16,16
19,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17
16,20,25,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,21
16,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
16,16,25,0,0,4,0,4,0,4,0,4,0,4,0,0,0,0,0,12
18,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,19,16,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
16,20,16,16,16,20,16,16,16,19,16,16,16,17,18,19,20,17,16,16
20,20,16,18,16,16,20,17,16,16,20,16,16,16,16,16,16,16,19,16
20,16,19,17,18,18,16,20,19,17,19,16,18,16,16,16,17,18,16,19
