16,16,18,16,12,0,19,16,16,19,16,16,16,19,20,16,17,20,17,19,16,16,16,16,19,16,16,19,17,19,16,17,16,18,16,16,16,16,18,18,16,17,20,16,19,16,17,18,16,16,16,16,16,16,16,17,16,16,16,19,19,20,16,19,20,16,16,16,16,18,17,18,18,19,18,17,16,16,17,16,17,16,20,17,20,17,16,16,16,16,16,16,16,16,18,20,16,19,19,16,19,17,16,16,16,16,17,19,18,16,18,16,17,16,20,16,17,16,16,18,16,16,19,16,20,16,16,16,19,19,16,16,19,20,16,16,20,16,19,16,16,18,17,16,18,17,18,16,16,16,17,20,16,16,16,16,16,17,19,17,19,16,20,19,20,17,16,20,19,16,16,16,20,17,16,16,20,20,16,17,16,19,16,20,16,16,16,17,16,19,19,20,16,16,16,16,14,7,17,20
20,18,16,16,0,0,19,17,19,0,4,0,16,16,16,20,19,16,16,18,17,18,18,16,18,16,16,16,16,19,17,17,16,19,16,16,16,16,16,16,17,16,20,18,20,17,20,18,16,16,16,16,16,16,17,16,19,16,18,16,19,16,20,16,17,16,16,18,17,16,16,18,16,16,16,16,16,16,17,20,16,16,18,20,16,16,16,19,16,16,16,18,16,20,16,17,18,16,19,16,16,16,16,16,19,16,16,18,20,0,0,0,20,16,16,16,16,17,19,19,16,19,16,17,16,17,16,20,16,16,20,19,16,20,16,20,16,16,16,16,16,19,16,17,16,16,16,16,16,16,18,19,18,18,16,20,19,20,17,19,16,16,16,16,16,16,16,16,17,16,20,19,16,16,16,19,16,16,16,19,19,16,18,18,16,16,18,18,16,16,20,16,18,16,16,16,0,0,16,16
16,16,19,16,0,7,19,16,16,0,0,0,16,19,16,17,17,20,19,20,20,16,18,19,16,18,20,18,19,18,16,18,16,16,16,16,17,16,16,16,16,20,20,16,16,16,16,16,16,16,19,19,20,16,16,20,16,20,16,20,16,20,17,18,16,16,18,16,16,16,17,17,16,19,16,16,20,16,16,16,18,16,18,16,18,20,16,16,19,16,17,16,16,20,16,16,16,19,20,16,16,16,16,18,16,18,16,16,19,0,0,0,19,16,16,17,18,16,16,16,16,16,16,16,16,16,19,16,19,19,16,18,18,20,16,19,16,0,0,0,16,19,16,16,16,16,16,18,16,16,18,16,20,17,16,16,17,19,16,16,19,16,16,16,19,19,16,17,18,16,20,16,17,19,16,18,17,19,17,16,16,17,18,18,19,16,17,18,16,16,16,20,16,16,16,16,7,0,16,20
16,18,16,16,0,0,16,16,16,0,4,0,16,16,17,16,20,20,16,18,16,20,18,16,16,17,16,19,19,16,18,0,0,0,0,0,0,0,0,0,19,16,17,17,16,16,16,0,0,0,0,0,0,0,0,0,16,17,16,18,18,18,16,16,16,19,20,16,20,16,19,18,19,17,19,16,20,16,16,16,16,16,19,16,17,17,16,16,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,16,16,20,19,19,16,18,16,16,16,16,16,16,16,19,19,20,19,16,16,16,19,16,16,17,16,16,16,17,16,16,16,16,16,16,16,16,16,19,19,16,16,17,18,20,16,18,16,0,0,16,17
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,20,20,18,18,20,19,19,20,16,17,16,17,20,16,20,16,18,16,19,16,20,18,16,17,16,16,16,18,19,16,17,16,16,20,16,20,18,16,16,16,18,20,16,20,0,7,16,16
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,0,0,0,0,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,16,17,19,18,16,16,20,16,17,20,19,16,16,19,16,17,20,20,16,18,20,16,16,16,17,16,16,16,16,16,16,16,16,20,20,18,16,16,16,16,16,19,18,16,19,19,0,0,20,20
16,0,0,0,18,17,0,17,16,0,0,0,16,16,20,16,16,18,18,20,20,16,16,20,18,20,18,16,17,19,20,16,17,19,16,20,20,16,16,17,16,18,19,19,20,16,19,16,17,16,16,16,16,20,17,16,16,16,16,16,17,16,16,18,16,16,20,16,16,16,17,16,20,16,16,16,16,20,16,17,16,16,20,16,18,16,16,16,16,16,0,0,16,18,6,6,6,19,16,16,6,6,6,16,17,18,6,6,6,16,17,20,6,6,6,16,18,16,6,6,6,16,19,16,19,17,16,16,20,16,16,17,16,0,0,0,0,16,16,16,0,0,0,0,19,16,19,16,0,0,17,16,20,16,16,19,16,19,16,16,16,20,16,16,16,20,16,16,16,16,16,16,16,16,16,16,16,19,16,16,16,20,16,16,16,20,16,16,16,20,18,19,19,18,16,16,7,0,16,17
16,0,0,0,0,0,0,18,16,0,7,0,19,16,16,16,16,18,16,16,16,16,20,19,16,16,16,18,16,17,16,17,18,18,16,17,19,16,16,18,20,16,16,20,19,16,16,16,18,16,20,16,16,16,20,20,16,16,16,18,16,16,17,18,16,16,18,16,18,19,16,18,19,19,20,16,16,17,17,16,17,16,16,16,18,18,17,16,19,16,0,7,16,16,17,16,17,19,16,16,16,20,16,16,16,17,16,16,16,17,18,16,16,18,16,18,19,18,16,16,16,16,16,16,16,16,20,19,16,16,16,17,16,6,6,6,6,6,6,6,6,6,6,6,18,19,19,16,7,0,16,16,16,18,16,20,20,20,18,16,16,16,17,16,16,16,16,18,18,20,0,0,0,20,17,16,16,16,19,16,16,18,18,16,16,16,16,16,18,18,16,16,18,19,20,20,0,0,19,18
16,6,6,6,6,6,6,17,16,0,0,0,16,16,19,16,16,16,16,18,16,18,16,17,19,16,19,16,16,18,18,16,16,18,17,17,17,18,19,17,16,16,20,20,16,18,18,19,16,16,16,17,16,16,18,16,20,16,20,19,20,16,19,18,16,19,20,16,20,20,16,17,16,19,20,16,16,16,18,16,18,18,16,16,16,20,18,16,18,16,0,0,16,16,18,16,16,16,16,19,20,16,16,16,16,17,16,16,20,16,16,16,20,18,20,16,16,16,16,16,16,16,16,16,16,19,16,16,16,19,16,16,16,16,16,20,16,18,18,16,16,16,16,16,16,16,17,16,0,0,20,20,16,16,16,20,16,16,16,18,16,16,20,19,16,16,18,16,18,16,0,0,0,19,16,20,16,16,18,16,16,16,20,16,20,18,17,16,18,18,16,16,17,16,18,18,0,7,17,16
16,20,18,18,18,16,20,16,16,0,0,0,18,16,16,18,17,16,17,16,20,20,19,16,18,18,18,19,17,17,19,16,17,16,16,19,16,19,16,16,17,16,16,19,18,18,16,16,16,16,20,16,16,18,19,16,17,16,16,18,16,16,18,18,16,16,16,16,16,20,19,18,17,20,16,17,16,18,16,16,20,16,20,20,16,16,17,16,18,16,0,0,20,16,16,16,16,16,19,16,16,16,16,16,19,16,19,20,16,16,16,16,16,16,19,16,16,16,16,16,18,18,18,17,17,16,18,18,17,16,16,16,16,16,18,18,16,17,18,17,16,20,16,20,16,16,16,16,0,0,16,16,16,20,16,16,16,16,16,20,19,20,16,20,16,19,16,17,19,0,0,0,0,0,16,18,16,17,20,16,16,16,20,18,16,16,16,16,18,16,19,16,16,17,20,19,0,0,20,19
16,17,16,16,19,20,16,18,20,0,7,0,16,18,16,19,16,18,18,16,16,16,20,16,16,16,16,16,16,16,17,16,16,16,17,16,16,16,16,16,16,16,16,17,16,16,17,17,19,16,16,16,16,16,16,18,19,16,20,19,16,17,17,18,16,17,16,16,16,20,20,16,16,16,19,16,16,16,18,16,16,20,20,18,16,16,16,16,16,18,0,7,17,16,20,20,19,16,16,18,16,16,20,16,20,16,0,0,0,0,0,0,0,0,0,17,16,19,0,0,0,0,0,0,0,0,0,0,16,19,16,16,16,16,16,19,18,17,16,16,16,16,20,16,18,17,16,17,7,0,18,19,16,20,16,16,19,17,16,16,17,16,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,18,16,20,16,19,16,18,18,16,17,16,16,16,18,16,7,0,16,16
27,27,27,27,27,27,27,27,27,0,0,0,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,27,27,27,27,27,27,27,0,4,0,27,27,27,27,27,0,0,21,16
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,16,16
