16,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,16
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,4,0,4,0,4,0,4,0,4,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0,0,21
25,0,0,0,22,23,23,23,24,6,6,22,23,23,20,25,0,0,0,21
25,0,7,22,16,27,27,27,19,23,23,16,16,16,18,25,0,0,0,21
25,0,0,28,26,0,0,0,28,27,27,27,27,27,27,26,0,0,0,21
25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16
17,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20
16,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16
17,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,16
16,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,16
16,16,25,0,0,0,0,5,0,22,24,0,0,0,0,0,22,20,18,16
20,16,16,23,23,23,23,23,23,16,19,23,24,12,0,22,17,17,20,17
