18,17,18,16,20,16,17,18,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,16,17,16,16,16
16,16,16,16,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,27,17
20,16,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,21
18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,21
16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,16
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,23,23,23,23,23,16,18,17
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21,16,16,16,16,16,19,16,16,18
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,27,27,27,27,27,27,18
23,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
16,17,16,23,23,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
19,16,19,16,16,16,19,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
16,20,18,16,16,16,18,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,21
16,16,16,27,27,27,20,17,17,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
17,16,25,0,0,0,21,16,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
16,20,25,0,0,0,28,16,18,25,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0,0,0,0,5,21
16,16,25,0,1,0,0,21,16,25,0,7,0,0,0,0,0,0,0,0,0,28,27,23,23,23,23,23,23,16
16,16,25,0,4,0,0,21,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,18,16,16,17
19,20,25,0,4,0,0,21,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,16,16
16,16,25,0,2,0,0,28,27,26,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,20
16,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,16
18,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17
18,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,0,7,0,0,0,0,21
16,16,16,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,16,18,25,13,0,22,23,23,23,20
