16,17,16,19,20,17,16,20,16,20,16,17,19,16,16,16,16,19,16,16,17,19,16,16,19,19,17,18,17,18,16,16,20,16,18,20,18,16,18,16,16,20,16,16,16,18,16,20,17,17
16,16,16,20,16,16,20,16,16,16,16,19,16,16,20,18,19,16,19,16,16,20,17,17,18,16,16,16,16,17,20,16,27,27,27,27,27,27,19,20,16,20,16,16,19,18,16,16,16,16
20,16,27,27,27,27,27,27,27,27,27,16,20,20,18,20,18,16,20,16,19,16,20,16,18,27,27,27,27,27,27,26,0,0,0,0,0,0,28,27,27,27,16,18,16,16,20,16,16,18
16,25,0,0,0,0,0,0,0,0,0,21,16,16,17,16,16,16,19,16,18,19,19,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,20,17,16,20,16
18,25,0,0,0,0,0,0,0,1,4,21,19,16,16,17,17,16,16,16,20,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,19,16,16
16,25,0,7,22,23,23,23,24,4,4,21,20,20,18,20,27,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,16
18,25,0,0,21,16,18,17,16,23,23,16,16,27,27,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16
16,25,0,0,21,16,16,18,20,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,21,20
16,25,0,7,28,27,27,27,26,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27
16,25,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13
16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,22,23
18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,23,23,23,24,6,6,6,6,6,6,22,23,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,23,16,18
16,25,0,0,0,0,22,23,23,23,23,24,6,6,6,6,21,16,19,16,16,27,23,23,23,23,23,23,17,20,16,25,6,6,6,22,23,23,23,23,23,23,23,24,0,28,27,27,18,16
18,25,0,7,0,0,21,19,16,16,19,18,23,23,23,23,16,27,27,27,26,0,28,27,27,27,27,27,27,27,27,18,23,23,23,18,16,16,16,16,20,16,16,26,0,0,0,0,21,16
16,25,0,0,0,0,28,27,27,27,27,27,27,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,27,27,27,27,27,27,27,27,26,0,0,0,0,0,21,16
16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20
16,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17
18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16
16,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16
16,25,0,0,0,0,0,0,0,0,22,23,23,23,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,21,17
19,16,23,23,23,23,24,0,0,0,28,27,27,27,27,16,24,0,0,0,0,0,22,23,23,23,23,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16
16,16,16,16,16,17,25,0,7,0,0,0,0,0,0,28,26,0,0,0,0,0,28,27,27,27,27,27,26,0,0,0,0,22,23,23,23,23,23,23,24,0,0,0,0,0,0,0,21,16
16,18,27,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,27,27,27,27,26,0,0,0,0,0,0,22,16,16
16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,19
16,25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,16
16,25,0,0,0,0,0,0,0,0,0,22,23,23,23,23,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,16,16
18,25,0,0,0,0,0,0,0,0,0,28,27,27,27,27,27,26,0,0,0,22,23,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,19,19
16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,16,24,0,0,0,0,22,23,23,23,24,0,0,7,0,0,0,22,23,23,23,23,23,16,18,16,19
18,25,0,0,0,22,23,23,23,24,0,0,0,0,0,0,0,0,0,0,0,28,27,19,16,23,23,23,23,27,27,27,27,26,0,0,0,0,0,0,28,27,27,27,27,27,27,27,16,16
18,25,0,0,0,28,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20
16,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27
18,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
16,16,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
19,18,27,26,0,0,0,0,22,23,23,23,23,24,0,0,0,0,0,0,0,4,0,0,0,22,23,23,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23
16,25,0,0,0,0,0,0,21,18,16,16,17,25,0,0,0,0,0,0,0,0,0,0,0,21,16,18,18,25,0,0,0,0,0,22,24,0,0,0,0,1,0,0,22,23,23,23,16,16
16,25,0,0,0,0,22,23,17,16,20,20,16,25,0,0,0,0,0,22,23,23,24,0,0,21,19,16,16,25,0,0,0,0,0,21,25,0,0,0,0,0,0,0,21,16,19,16,16,16
16,25,6,6,6,6,21,16,16,16,16,20,16,25,6,6,6,6,6,21,16,17,25,6,6,21,16,16,16,25,6,6,6,6,6,21,25,6,6,6,22,23,23,23,16,16,16,20,17,16
20,16,23,23,23,23,16,17,16,16,19,16,16,16,23,23,23,23,23,17,16,16,16,23,23,16,16,16,20,20,23,23,23,23,23,16,19,23,23,23,16,16,17,16,18,20,16,16,16,16
16,19,16,18,20,20,19,18,16,18,19,16,17,16,18,16,17,19,19,16,18,16,16,20,20,16,18,18,16,16,17,18,16,16,19,20,16,17,19,16,19,18,16,20,16,16,16,16,19,19
