20,16,16,16,16,16,16,16,16,16,16,19,20,20,16,16,18,16,16,16,19,18,16,16,19
16,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,19
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,22,23,23,23,23,23,23,23
25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,20,16,16,18,18,16,16
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,16,16,16,20,17,16
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,16,16,16,16,19,17
25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,21,16,18,20,16,16,18,18
25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,18,20,16,16,20,19,19
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,19,16,16,16,17,17
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,20,16,16,16,16,16
25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,28,27,27,20,20,19,18,16
26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,0,0,0,0,16
23,27,26,0,0,0,0,0,0,0,0,0,7,0,0,28,27,23,23,23,16,16,0,0,16
25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,19,20,19,16,0,0,16
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,20,0,0,0,0,16
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,20
25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,21,0,0,4,0,0,0,18
25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,7,7,16
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,6,0,0,6,6,16
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,20,0,0,18,16,20
25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,21,16,16,0,0,16,16,20
25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,16,16,0,0,16,18,16
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,17,0,0,16,16,16
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,16,0,0,17,20,20
25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,21,18,20,0,0,20,17,17
25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,17,16,0,0,16,16,17
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,0,0,27,27,17
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
