16,20,17,16,17,19,20,18,20,18,16,16,20,16,16,17,18,16,18,19,19,17,16,19,16,19,17,16,16,19
16,16,18,20,16,16,16,16,16,16,20,16,16,19,16,16,17,18,16,18,16,16,16,16,16,19,16,17,17,20
19,16,16,16,16,16,16,19,20,20,16,16,18,16,16,16,16,16,16,16,18,17,18,27,27,27,27,27,27,27
16,16,19,18,16,16,16,20,17,19,16,20,16,16,20,16,19,16,19,27,27,27,26,0,0,0,0,0,0,13
17,18,18,16,17,16,20,18,16,16,17,20,18,18,20,19,18,17,26,0,0,0,0,0,0,0,0,0,0,0
16,17,18,19,16,17,16,18,18,16,16,16,16,16,18,16,27,26,0,0,0,0,0,0,0,5,0,22,23,23
16,16,16,16,16,16,16,20,16,19,16,16,18,19,17,26,0,0,0,0,0,4,0,0,0,22,23,20,19,19
16,19,16,16,16,16,17,16,16,16,17,16,16,27,26,0,0,0,0,0,0,0,0,0,22,16,16,20,19,16
18,16,16,17,16,18,17,19,16,19,16,27,26,0,0,0,0,0,0,0,0,0,5,22,16,19,16,16,20,19
18,18,16,20,16,16,16,19,17,27,26,0,0,0,0,0,0,0,0,1,0,0,22,16,17,16,19,16,20,19
16,19,16,18,16,16,27,27,0,0,0,0,0,0,4,0,0,5,0,22,23,23,16,18,18,16,16,16,16,16
16,16,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,22,23,16,19,19,20,19,16,17,16,16,18,20
27,26,0,0,0,0,0,0,0,0,0,0,5,0,0,22,23,20,16,16,16,20,18,17,17,16,20,16,16,20
12,0,0,0,0,0,0,0,0,0,0,0,22,23,23,16,18,16,16,16,18,19,19,19,16,16,16,17,16,16
0,0,0,0,8,7,0,0,0,0,22,23,16,16,20,16,16,16,17,17,16,16,20,16,16,17,16,16,17,16
23,23,23,23,23,23,23,23,23,23,18,16,16,16,19,19,20,16,16,16,16,16,16,20,17,20,19,16,19,16
16,16,20,16,16,16,16,20,16,16,16,16,17,17,16,20,16,16,18,18,16,16,16,18,18,16,16,19,16,20
20,20,16,16,16,20,20,17,19,16,16,20,16,18,17,16,16,16,19,18,16,19,16,18,16,17,16,19,16,19
18,16,16,16,20,19,16,18,16,19,16,18,16,16,16,16,20,16,16,20,16,16,16,17,16,18,19,19,17,16
19,17,16,19,16,16,20,16,16,19,20,16,16,19,20,17,18,16,17,16,19,16,16,16,16,16,16,16,16,17
